order_id,Nombre,Edad,revenue,order_date,Suscripcion_Activa,category,Puntaje,status,region,product_name
1050,María-1050,52,7586.99,10/06/2025,True,A,34.99,Completado,N/A,N/A
606, Sofía-606 ,19,6424.0,22/01/2023,true,A,88.44,Completado,N/A,N/A
315, Müller 315 ,56,0.0,2024/08/02,True,a,61.92,Completado,N/A,N/A
1395,Usuario 1395,59,0.0,0000-00-00,False,A,96.97,Completado,N/A,N/A
1297,O'Connor 1297,32,8904.0,2023-12-08,True, ,96.62,Completado,N/A,N/A
1879,Renée 1879,32,5364.0,2025-05-29,1,Z,77.27,Completado,N/A,N/A
207,José 207,54,7853.0,2021-06-23,false,D ,64.89,Completado,N/A,N/A
1437,André 1437,66,3159.0,2020-02-25T00:00:00,True,D,60.1,Completado,N/A,N/A
1498,Usuario-1498,0,3363.0,2020-02-17,SI,C,59.64,Completado,N/A,N/A
1447,Ana 1447,50,0.0,2021-10-15,True,Z,"75,54",Completado,N/A,N/A
1200,Niño 1200,47,8349.0,0000-00-00,True,c,"67,73",Completado,N/A,N/A
1800,Ana_1800,59,3362.0,2024/10/03,NO,C,90.72,Completado,N/A,N/A
1625,"Compañía ""ACME"" 1625",121,0.0,27/05/2023,False,B,83.7,Completado,N/A,N/A
954," Compañía ""ACME""-954 ",36,0.0,2020-10-14,0,D ,83.9,Completado,N/A,N/A
337,Niño-337,28,2821.0,2020-03-30,0,a,30.46,Completado,N/A,N/A
1080,Tech–Labs-1080,30,0.0,30-11-2024,1, B ,"65,53",Completado,N/A,N/A
1192,Müller-1192,66,2835.0,24-02-2025,0, b ,50.51,Completado,N/A,N/A
267,André 267,41,3007.0,11-09-2022,False, b ,52.67,Completado,N/A,N/A
441,O'Connor_441,36,0.0,2024-03-16,False, a ,41.92,Completado,N/A,N/A
989, Sofía_989 ,48,6675.0,,F, b ,51.16,Completado,N/A,N/A
1506, José 1506 ,23,4602.0,23-01-2019,SI, ,36.94,Completado,N/A,N/A
1003,María_1003,34,3517.0,,True,B,49.67,Completado,N/A,N/A
1156,Tech–Labs-1156,25,2069.0,2024-10-05,0,,48.93,Completado,N/A,N/A
1540, Lía_1540 ,66,4747.0,31/02/2022,True,Z,52.81,Completado,N/A,N/A
1280,"Compañía ""ACME"" 1280",43,6453.0,25-05-2022,True,,100.17,Completado,N/A,N/A
976, María 976 ,21,0.0,2020-04-01,T,D,37.89,Completado,N/A,N/A
1999,Renée 1999,62,2814.07,,NO, D ,88.58,Completado,N/A,N/A
1588,José 1588,63,2941.0,2025-04-15T00:00:00,True,Z,73.73,Completado,N/A,N/A
13,Tech–Labs-13,-5,8873.0,,true,,61.61,Completado,N/A,N/A
1582,María_1582,30,0.0,2022-06-01,T,B,102.67,Completado,N/A,N/A
1512,Ñandú_1512,41,7406.0,30-08-2025,NO,C,90.51,Completado,N/A,N/A
1900,"Compañía ""ACME"" 1900",121,0.0,2024-03-20,1,c,78.64,Completado,N/A,N/A
1342,François-1342,55,8789.0,28-09-2024,false,Z,66.09,Completado,N/A,N/A
565, Lía-565 ,51,3708.0,31/02/2022,F, a ,89.67,Completado,N/A,N/A
1876, Tech–Labs-1876 ,69,6244.0,31/02/2022,0, N/A ,55.94,Completado,N/A,N/A
92,Müller-92,42,0.0,02/02/2025,False,,34.28,Completado,N/A,N/A
1125,"Compañía ""ACME"" 1125",34,8731.0,26/06/2019,F, N/A ,54.98,Completado,N/A,N/A
974,Müller-974,55,2672.0,2023-11-07,NO,A,"61,34",Completado,N/A,N/A
548,Renée_548,48,8538.0,31/02/2022,1, C ,"84,17",Completado,N/A,N/A
616,Lía_616,-5,5866.52,2023-09-02T00:00:00,T,A,91.61,Completado,N/A,N/A
1990, José_1990 ,64,0.0,2020-06-10,NO,,34.31,Completado,N/A,N/A
1190,Ana-1190,56,0.0,05-05-2021,1,c,76.66,Completado,N/A,N/A
1299,María_1299,56,4225.86,20-06-2025,false,,66.62,Completado,N/A,N/A
1700,Ñandú 1700,41,4588.0,2024-07-23,NO,,53.26,Completado,N/A,N/A
484,O'Connor 484,,3910.0,2021-10-09,SI,,83.43,Completado,N/A,N/A
842,Niño_842,55,0.0,02/02/2025,False,,"52,53",Completado,N/A,N/A
44, García-44 ,69,4049.0,2022-08-20,true,a,"107,23",Completado,N/A,N/A
754,Niño_754,65,4854.0,2023-02-12,True,C,71.44,Completado,N/A,N/A
1697,José-1697,46,6483.13,26-07-2024,F,D,81.58,Completado,N/A,N/A
1571,Niño_1571,47,0.0,2022-03-05,NO,A,81.47,Completado,N/A,N/A
1877,O'Connor-1877,49,4106.0,18/10/2021,NO,,93.42,Completado,N/A,N/A
1954,Müller_1954,35,0.0,14/07/2020,False,a,94.37,Completado,N/A,N/A
1354,Usuario_1354,58,3865.0,2022-04-30,True,D ,86.19,Completado,N/A,N/A
1724,François_1724,49,0.0,2021-11-20,true,A,70.02,Completado,N/A,N/A
1392,José_1392,53,2495.0,2021-11-13,False,C,105.5,Completado,N/A,N/A
450,Renée 450,23,3900.0,2022/12/20,NO,D,98.22,Completado,N/A,N/A
396,Tech–Labs_396,55,3508.0,2023-05-17,SI,c,82.33,Completado,N/A,N/A
1635,François_1635,68,3754.82,27/07/2022,false,D,"68,08",Completado,N/A,N/A
1810,Usuario 1810,58,0.0,2023-11-07,true, a ,107.51,Completado,N/A,N/A
1510,Niño-1510,29,8411.0,04-07-2020,F,C,65.05,Completado,N/A,N/A
1737,Niño 1737,20,6472.85,2023-05-05T00:00:00,SI,D,59.83,Completado,N/A,N/A
801, Niño-801 ,,0.0,2020-08-06,NO,Z,65.18,Completado,N/A,N/A
785,Ana-785,61,3448.58,27/09/2021,F,,"35,58",Completado,N/A,N/A
1186,Müller-1186,42,5681.0,2022-12-14T00:00:00,F,a,80.31,Completado,N/A,N/A
1229, María 1229 ,53,7157.58,2024-08-04,1,C,87.45,Completado,N/A,N/A
1642,José-1642,64,7769.0,26-06-2023,False,,39.01,Completado,N/A,N/A
302, André 302 ,-5,0.0,11/04/2024,false,B,99.75,Completado,N/A,N/A
595,François-595,46,0.0,31/02/2022,False,c,35.02,Completado,N/A,N/A
1286,Ana-1286,50,0.0,2020-08-25,True,D,51.94,Completado,N/A,N/A
904,Tech–Labs_904,44,8215.0,17/03/2024,true,,71.05,Completado,N/A,N/A
1216,Usuario-1216,24,5625.0,20/09/2024,SI,Z,105.39,Completado,N/A,N/A
869,O'Connor 869,34,0.0,04/03/2020,SI, ,97.27,Completado,N/A,N/A
557,André-557,49,6163.0,31/02/2022,T,Z,"73,34",Completado,N/A,N/A
1759,Sofía-1759,68,6114.0,2022/07/04,0,Z,30.43,Completado,N/A,N/A
65,Lía-65,68,0.0,2021-04-13,True, N/A ,65.08,Completado,N/A,N/A
1369, Ana-1369 ,29,0.0,2022-05-13,True, B ,32.51,Completado,N/A,N/A
1580,Niño 1580,39,7832.0,22/05/2019,F,a,83.84,Completado,N/A,N/A
810,Sofía_810,32,8094.0,2023/03/07,False,C,97.21,Completado,N/A,N/A
1586,Renée-1586,32,4651.0,14-03-2023,true,C,85.3,Completado,N/A,N/A
1174,Lía-1174,59,3798.39,2020-02-20,false,D,53.84,Completado,N/A,N/A
967,François_967,0,4476.0,2021-03-01,True, C ,55.44,Completado,N/A,N/A
544,Lía-544,61,5134.0,2024-09-01,NO,a,55.51,Completado,N/A,N/A
1958,Ana 1958,20,7913.0,20-12-2023,true, b ,95.86,Completado,N/A,N/A
1279,Tech–Labs-1279,33,2148.0,13-03-2020,True, N/A ,88.95,Completado,N/A,N/A
1358,André 1358,38,3428.0,2019-10-10T00:00:00,false,,"105,77",Completado,N/A,N/A
1723,José_1723,54,7088.26,,False,D,"75,89",Completado,N/A,N/A
1744,O'Connor 1744,18,8403.0,19-06-2024,1,a,87.7,Completado,N/A,N/A
286,José 286,57,8949.73,2021-04-27,1,A,82.02,Completado,N/A,N/A
929,María_929,59,0.0,08-06-2025,F, B ,34.8,Completado,N/A,N/A
1809,José_1809,23,4198.0,2025-04-06T00:00:00,0,D ,81.28,Completado,N/A,N/A
1289,Sofía_1289,19,0.0,26/02/2022,False,D,36.19,Completado,N/A,N/A
1310,Tech–Labs 1310,66,7875.47,26/08/2019,NO,a,67.36,Completado,N/A,N/A
274," Compañía ""ACME"" 274 ",50,0.0,23/07/2020,SI,A,30.08,Completado,N/A,N/A
458,María-458,20,0.0,18/10/2024,False,C,"40,17",Completado,N/A,N/A
257,José 257,-5,3711.0,06-03-2021,0, C ,36.09,Completado,N/A,N/A
1953,François_1953,38,8900.0,2025-03-09,True,Z,47.26,Completado,N/A,N/A
1665,"Compañía ""ACME""_1665",60,7121.72,29-05-2024,F,D ,80.43,Completado,N/A,N/A
309,García-309,53,3441.0,2023-12-03,true,D ,82.4,Completado,N/A,N/A
1010,"Compañía ""ACME""_1010",64,6041.44,24/06/2019,T,D,103.79,Completado,N/A,N/A
29,Ana-29,45,4237.0,09-11-2022,False,D,48.23,Completado,N/A,N/A
1317,José-1317,59,5932.0,2025-04-26,SI,C,80.14,Completado,N/A,N/A
479,André-479,26,0.0,2020-04-12,NO, ,74.63,Completado,N/A,N/A
1029, Tech–Labs 1029 ,35,0.0,08/11/2023,1, b ,"50,29",Completado,N/A,N/A
467,André 467,23,8985.0,2021-05-02T00:00:00,0,B,"41,28",Completado,N/A,N/A
1324, Müller 1324 ,46,0.0,2021/06/23,True,C,"57,38",Completado,N/A,N/A
828,Usuario_828,33,4805.0,22/12/2020,False, D ,71.03,Completado,N/A,N/A
523,Tech–Labs-523,65,0.0,2020-12-01,True,D,30.44,Completado,N/A,N/A
857, José-857 ,65,0.0,01/04/2019,SI,Z,104.52,Completado,N/A,N/A
1159, Tech–Labs-1159 ,69,0.0,2019/01/25,True,c,39.54,Completado,N/A,N/A
1609,Müller-1609,43,3423.0,15/05/2022,SI,B,"71,62",Completado,N/A,N/A
652,Usuario 652,68,4635.0,2025-05-18,F,C,"97,17",Completado,N/A,N/A
52,Renée-52,61,0.0,2024/11/05,False,,52.56,Completado,N/A,N/A
1451,Lía 1451,44,2743.0,07/04/2020,false,A,34.81,Completado,N/A,N/A
307, Usuario-307 ,54,3387.0,13/08/2021,false,A,33.21,Completado,N/A,N/A
230,Renée-230,0,0.0,2019-09-07,True,Z,55.03,Completado,N/A,N/A
105,Ana 105,25,0.0,2025/08/31,NO,D ,76.67,Completado,N/A,N/A
861, O'Connor 861 ,55,0.0,2023-03-18T00:00:00,true, a ,89.11,Completado,N/A,N/A
422,Müller-422,56,3256.0,05-01-2025,False,c,90.4,Completado,N/A,N/A
1352,André 1352,54,0.0,2019-12-22,False,D,109.68,Completado,N/A,N/A
1460, André_1460 ,33,5575.0,15/06/2019,False,D ,63.1,Completado,N/A,N/A
525,Sofía_525,38,0.0,18-10-2022,1,A,33.55,Completado,N/A,N/A
703, O'Connor-703 ,-5,4704.0,21/04/2021,T,a,30.67,Completado,N/A,N/A
1802,"Compañía ""ACME""-1802",45,0.0,2024-12-26,SI,D ,73.0,Completado,N/A,N/A
358,Tech–Labs 358,27,0.0,2023-05-04,False,B,88.95,Completado,N/A,N/A
762,Usuario 762,19,0.0,,1,,106.68,Completado,N/A,N/A
1009,François-1009,65,4476.0,2019/05/28,NO, N/A ,44.32,Completado,N/A,N/A
190,García-190,46,6757.0,12/01/2025,F,A,"47,01",Completado,N/A,N/A
1501,Tech–Labs_1501,44,8020.0,2020-12-30,F,D ,49.99,Completado,N/A,N/A
1333,Usuario_1333,51,2596.99,,0,A,81.5,Completado,N/A,N/A
1018,François 1018,25,6086.0,11-03-2025,F,Z,100.37,Completado,N/A,N/A
64,O'Connor-64,53,4368.0,04/02/2020,false,,34.06,Completado,N/A,N/A
210,Tech–Labs-210,62,7877.0,25-07-2022,True,Z,96.79,Completado,N/A,N/A
924,José 924,,2320.0,2020-07-12,SI,C,46.83,Completado,N/A,N/A
95,O'Connor 95,52,4938.0,31/02/2022,true,D ,93.33,Completado,N/A,N/A
945,Renée-945,31,0.0,2022/10/10,true, Z ,58.53,Completado,N/A,N/A
1916,O'Connor_1916,55,0.0,25/03/2021,F, b ,91.79,Completado,N/A,N/A
642,André-642,54,3636.0,2025-01-27,F,,33.68,Completado,N/A,N/A
716,Sofía-716,55,4467.0,2023-07-01,False,,104.9,Completado,N/A,N/A
183,Usuario 183,,0.0,20-04-2022,False,a,"97,00",Completado,N/A,N/A
383,Tech–Labs 383,52,6225.0,17-12-2023,False, ,75.84,Completado,N/A,N/A
735,Renée_735,45,0.0,2019-01-19,true,a,84.32,Completado,N/A,N/A
1357,García-1357,42,3460.0,2022-11-17,true,D ,79.9,Completado,N/A,N/A
430,Niño-430,25,0.0,2020-03-24,True,D,52.23,Completado,N/A,N/A
955," Compañía ""ACME"" 955 ",39,4158.0,2024/05/26,False, ,93.72,Completado,N/A,N/A
1002,Ana 1002,33,4999.0,2019-11-02T00:00:00,SI,A,43.59,Completado,N/A,N/A
872,Ñandú 872,23,8713.48,2020-02-11,true,,72.53,Completado,N/A,N/A
1550, José-1550 ,48,8600.0,31/02/2022,T,a,75.19,Completado,N/A,N/A
222,Ana 222,26,0.0,01/06/2025,False,a,"88,26",Completado,N/A,N/A
407,"Compañía ""ACME""-407",51,8869.0,2025/02/25,true, b ,48.16,Completado,N/A,N/A
156, Usuario 156 ,21,2224.0,2020-06-15,0,,49.39,Completado,N/A,N/A
1579,María 1579,30,4587.0,02/09/2019,True, N/A ,60.62,Completado,N/A,N/A
490,O'Connor-490,38,7077.0,2022-02-28,false, B ,100.39,Completado,N/A,N/A
111,Renée_111,41,7127.0,2022-02-19,True,c,45.05,Completado,N/A,N/A
1713,Sofía 1713,37,3708.89,2022-01-15T00:00:00,false,,69.06,Completado,N/A,N/A
328,Sofía 328,62,3969.0,0000-00-00,False,C,42.99,Completado,N/A,N/A
438,Ana 438,27,7891.0,2019/07/07,1,,93.54,Completado,N/A,N/A
1034,Ñandú-1034,62,0.0,31/02/2022,1,A,36.53,Completado,N/A,N/A
1623,André_1623,62,0.0,27-04-2024,true,,76.71,Completado,N/A,N/A
1294, Renée_1294 ,41,7611.0,2024-01-11T00:00:00,False,a,103.19,Completado,N/A,N/A
1251,Usuario-1251,29,7065.0,28/07/2025,true,c,61.74,Completado,N/A,N/A
601,Tech–Labs_601,38,7220.0,0000-00-00,True, b ,106.06,Completado,N/A,N/A
997,Ana_997,121,5138.0,22/06/2021,false,,51.65,Completado,N/A,N/A
946,María 946,36,4237.0,10/03/2021,T,A,98.09,Completado,N/A,N/A
51,André-51,31,5987.07,2022-03-04,true,C,87.68,Completado,N/A,N/A
1107,María_1107,60,5644.0,06/05/2025,SI,B,83.71,Completado,N/A,N/A
1210, Sofía 1210 ,43,5957.0,2023-03-12,SI,D,31.02,Completado,N/A,N/A
1304,Niño 1304,36,7759.0,2019-11-03T00:00:00,False, b ,40.43,Completado,N/A,N/A
1238, François_1238 ,,0.0,2022/01/06,true, ,95.18,Completado,N/A,N/A
961,García_961,45,7351.71,2023-01-06,true, a ,"40,86",Completado,N/A,N/A
1479,Ñandú 1479,66,3772.0,2021-04-18,False, b ,62.87,Completado,N/A,N/A
357, Lía 357 ,43,0.0,2019/05/26,SI,,91.33,Completado,N/A,N/A
1408,María 1408,20,5083.0,14/06/2022,0, A ,56.53,Completado,N/A,N/A
1203,Renée-1203,56,0.0,13-10-2022,1,D,58.15,Completado,N/A,N/A
1027, François 1027 ,23,0.0,2024/05/18,NO, N/A ,55.5,Completado,N/A,N/A
327,O'Connor-327,56,8638.0,,True,,41.17,Completado,N/A,N/A
132, François-132 ,27,0.0,10/03/2019,NO, b ,108.4,Completado,N/A,N/A
1293,Müller-1293,62,8638.0,2019/02/15,false,,91.97,Completado,N/A,N/A
143,Lía-143,43,4125.0,2019-12-31,SI,Z,34.99,Completado,N/A,N/A
411,Sofía_411,57,0.0,02/08/2023,False,,107.66,Completado,N/A,N/A
67,François_67,39,0.0,2021-12-13T00:00:00,NO,c,72.97,Completado,N/A,N/A
1424,O'Connor_1424,36,7423.0,2022-02-12T00:00:00,False,Z,78.54,Completado,N/A,N/A
404,María 404,121,4672.0,2019-04-15,False, D ,38.17,Completado,N/A,N/A
903,Sofía_903,65,3356.03,2023-11-17,NO,B,73.54,Completado,N/A,N/A
799,"Compañía ""ACME"" 799",51,4411.0,31/12/2023,NO, C ,68.0,Completado,N/A,N/A
1477,Tech–Labs_1477,36,4228.0,24-03-2019,T,Z,107.64,Completado,N/A,N/A
205, Müller 205 ,46,0.0,0000-00-00,False, A ,50.75,Completado,N/A,N/A
567,Tech–Labs 567,-5,0.0,27/10/2020,SI,,108.48,Completado,N/A,N/A
658, Tech–Labs_658 ,53,5607.0,2019-10-17,false, ,100.07,Completado,N/A,N/A
311, Renée_311 ,62,0.0,2021/03/04,False,,87.27,Completado,N/A,N/A
1343,José-1343,41,0.0,14/09/2021,False,c,45.39,Completado,N/A,N/A
1629,Niño 1629,32,2773.0,24-05-2020,SI, ,"65,44",Completado,N/A,N/A
329,François 329,38,3799.0,2022-10-13,True,,99.45,Completado,N/A,N/A
1687,Ñandú-1687,64,0.0,2020-04-08,0,Z,43.0,Completado,N/A,N/A
1355,Tech–Labs 1355,68,3238.0,13-04-2021,1,D,84.42,Completado,N/A,N/A
778,José_778,60,2514.0,2022-05-16,F,C,63.19,Completado,N/A,N/A
1292,O'Connor-1292,54,6631.83,04-04-2024,False, b ,"32,64",Completado,N/A,N/A
1245,Sofía 1245,42,5395.0,2021-03-24,false,a,97.59,Completado,N/A,N/A
1823,García_1823,59,2272.0,23-03-2022,False,Z,38.16,Completado,N/A,N/A
310,"Compañía ""ACME""-310",68,3269.0,28/09/2020,NO, ,46.85,Completado,N/A,N/A
240,François 240,33,3262.0,2025-08-21T00:00:00,1,B,91.46,Completado,N/A,N/A
1413,Usuario-1413,29,6763.0,2025-08-24,NO,B,30.1,Completado,N/A,N/A
87,Ana-87,0,0.0,2020-11-06,1, B ,44.2,Completado,N/A,N/A
1303,Niño-1303,47,4040.0,2020-03-14,false,a,38.37,Completado,N/A,N/A
236,María 236,66,2920.0,2019-01-16,false,A,64.15,Completado,N/A,N/A
779,Usuario 779,27,2067.0,2023-05-16T00:00:00,1,D ,81.07,Completado,N/A,N/A
1965,Ñandú-1965,64,0.0,25/02/2022,true,a,"108,28",Completado,N/A,N/A
1488,O'Connor_1488,55,8372.0,2020-07-26,1, b ,47.64,Completado,N/A,N/A
591,García 591,49,8555.0,2021-10-08,SI,Z,54.26,Completado,N/A,N/A
1730,François 1730,58,0.0,19-11-2020,True,a,39.4,Completado,N/A,N/A
786, Müller_786 ,39,0.0,18-02-2025,True, D ,44.35,Completado,N/A,N/A
261, García-261 ,50,0.0,2019-12-29,True,C,49.1,Completado,N/A,N/A
1325,Tech–Labs_1325,20,3560.0,2022-03-10,True,Z,102.49,Completado,N/A,N/A
1835, Tech–Labs 1835 ,25,3525.0,0000-00-00,1,,44.05,Completado,N/A,N/A
773,Niño 773,44,4505.0,14-01-2023,false,,109.81,Completado,N/A,N/A
1234, Ana_1234 ,121,7739.0,,false, D ,54.76,Completado,N/A,N/A
1795,Sofía_1795,69,0.0,2023-02-06,1,a,73.97,Completado,N/A,N/A
855,José_855,121,4925.0,05/08/2021,NO,C,88.71,Completado,N/A,N/A
1996,García-1996,38,0.0,,0,D,32.96,Completado,N/A,N/A
1736,"Compañía ""ACME"" 1736",-5,0.0,2023/12/02,True,A,37.38,Completado,N/A,N/A
115,María_115,22,8593.0,2019-01-10,False,Z,104.62,Completado,N/A,N/A
1138, Ñandú 1138 ,30,0.0,2020-06-07,NO, b ,97.37,Completado,N/A,N/A
808,Ana-808,59,2225.0,2021/02/15,False,,"45,26",Completado,N/A,N/A
1798, Ñandú_1798 ,52,8645.0,2022-07-31T00:00:00,1,D,101.72,Completado,N/A,N/A
843,María 843,30,0.0,2022/06/05,False, b ,79.82,Completado,N/A,N/A
654,Tech–Labs-654,38,0.0,2022/11/23,True,,73.56,Completado,N/A,N/A
1261,Niño_1261,59,7419.0,0000-00-00,1,D,43.07,Completado,N/A,N/A
104, Sofía_104 ,62,3243.0,2021-12-17,1, C ,89.28,Completado,N/A,N/A
373,Tech–Labs_373,40,6725.04,2024-06-26,False, N/A ,104.16,Completado,N/A,N/A
382,Renée 382,20,7043.0,14/03/2019,F,Z,55.8,Completado,N/A,N/A
701,O'Connor-701,62,0.0,2019-03-24,T,Z,"106,61",Completado,N/A,N/A
776,Usuario 776,47,0.0,2019-06-15,0,Z,31.37,Completado,N/A,N/A
1925, André_1925 ,24,3406.0,0000-00-00,0, b ,81.43,Completado,N/A,N/A
1611, Ñandú 1611 ,25,3306.73,30/07/2025,T,A,71.74,Completado,N/A,N/A
708,José 708,50,6164.0,2025-06-04,0, b ,49.8,Completado,N/A,N/A
1316,Lía-1316,46,4509.0,2021-07-09T00:00:00,True,c,50.57,Completado,N/A,N/A
219,Müller-219,57,6193.0,2019-02-24,NO,D,83.09,Completado,N/A,N/A
651,Ana 651,62,7699.0,09/12/2020,false,Z,87.53,Completado,N/A,N/A
451,Renée-451,43,7468.0,31/02/2022,True, D ,64.81,Completado,N/A,N/A
1372, García_1372 ,33,2331.0,04/07/2020,SI,,"107,05",Completado,N/A,N/A
1547,Sofía-1547,51,3289.53,2024-02-19,F,a,61.88,Completado,N/A,N/A
22,François_22,64,5840.04,2020-05-17,T,Z,91.68,Completado,N/A,N/A
1377,Ñandú-1377,33,8617.0,2023-04-14,SI,,90.71,Completado,N/A,N/A
1196,Müller-1196,0,0.0,07/12/2020,SI, Z ,85.77,Completado,N/A,N/A
1005,"Compañía ""ACME""_1005",30,3819.0,2022-09-04,False,a,83.63,Completado,N/A,N/A
453,García-453,67,4839.0,05/02/2024,false,c,34.58,Completado,N/A,N/A
1638,Lía_1638,48,4817.0,02-08-2024,SI,C,41.59,Completado,N/A,N/A
120,Sofía 120,23,4756.0,2023/07/27,True,D ,109.73,Completado,N/A,N/A
614,García-614,69,6266.0,09/01/2021,0,,33.33,Completado,N/A,N/A
699,Sofía_699,32,0.0,2022/06/25,SI,D,"77,01",Completado,N/A,N/A
76,Müller-76,66,7053.0,2020-03-28,SI,c,67.93,Completado,N/A,N/A
1023,François_1023,59,0.0,2025-07-22,True,D ,50.89,Completado,N/A,N/A
43,Müller_43,47,0.0,31-12-2024,F,,95.38,Completado,N/A,N/A
278,O'Connor_278,61,0.0,08/06/2025,true,Z,63.58,Completado,N/A,N/A
113,José 113,44,0.0,31/02/2022,True,Z,84.78,Completado,N/A,N/A
1441,Ana_1441,68,0.0,04-04-2021,True,a,64.1,Completado,N/A,N/A
1104,Renée 1104,22,0.0,27-04-2021,NO,,108.5,Completado,N/A,N/A
385, André-385 ,53,8976.0,2022-02-07,false, ,101.86,Completado,N/A,N/A
227,François_227,48,3750.0,2023-02-17,False,A,85.38,Completado,N/A,N/A
1019, Tech–Labs-1019 ,57,5560.0,13-10-2024,SI,D ,58.35,Completado,N/A,N/A
1225,García-1225,44,3099.0,2024-11-26,NO,A,70.36,Completado,N/A,N/A
671,María 671,19,5494.0,,True,B,103.68,Completado,N/A,N/A
1370,Lía-1370,20,4515.0,09/12/2022,0,B,"46,52",Completado,N/A,N/A
1121,García-1121,35,6654.0,24/11/2024,T,Z,34.36,Completado,N/A,N/A
1883,Müller_1883,65,0.0,2020-08-08,1,C,82.57,Completado,N/A,N/A
526,Niño_526,58,0.0,2020/07/06,True, D ,95.46,Completado,N/A,N/A
1536,Usuario-1536,52,0.0,2020/08/19,False,B,64.71,Completado,N/A,N/A
1715,Niño_1715,121,5825.0,2021-06-11T00:00:00,True, b ,79.01,Completado,N/A,N/A
36,O'Connor_36,,7535.0,2025/04/13,T,,83.77,Completado,N/A,N/A
262,André-262,59,5738.0,2020/11/30,F, b ,42.69,Completado,N/A,N/A
1662,José-1662,58,7167.0,0000-00-00,false,D ,74.39,Completado,N/A,N/A
692, Sofía-692 ,27,7922.0,2019-07-27T00:00:00,true,A,80.46,Completado,N/A,N/A
1363,José 1363,63,0.0,0000-00-00,True, c ,41.44,Completado,N/A,N/A
743,André-743,45,3847.0,2020-05-19T00:00:00,T, b ,99.93,Completado,N/A,N/A
521,Usuario-521,34,6357.0,0000-00-00,false,A,41.2,Completado,N/A,N/A
1517,Ñandú-1517,55,8276.0,2021-12-24T00:00:00,False,C,75.78,Completado,N/A,N/A
1178,José 1178,121,2989.0,0000-00-00,True, C ,"64,04",Completado,N/A,N/A
866,"Compañía ""ACME"" 866",39,4158.0,2021/01/30,F,,76.21,Completado,N/A,N/A
434,Niño 434,34,7752.0,2023-11-14,SI, ,97.36,Completado,N/A,N/A
149,María-149,39,6007.82,22-03-2023,1, D ,101.97,Completado,N/A,N/A
1351,François-1351,45,0.0,2019-11-29,1,c,"70,73",Completado,N/A,N/A
950,Usuario-950,52,3986.64,06/10/2024,true,c,68.12,Completado,N/A,N/A
1181, Renée-1181 ,69,5383.0,2019-04-09T00:00:00,SI,B,40.7,Completado,N/A,N/A
244,María 244,41,4234.0,2024/08/03,0, ,93.84,Completado,N/A,N/A
1591,García_1591,63,0.0,2022-03-02,NO, b ,64.36,Completado,N/A,N/A
1618,André-1618,57,2973.0,2022-10-30,True,D ,79.07,Completado,N/A,N/A
148,Usuario 148,37,2066.17,28-11-2024,1,A,76.74,Completado,N/A,N/A
